node_1|node_2|edge|chunk_id|node_3
Pedagogical Principle|SCRIBER Element|defines or describes|7bd4fa0cf5840ccf1a10b7f72ddd81bf|
LLM Capability System|Prompt Example|facilitates or generates|5dc92abddcb9592b57207a997b001a79|
Social Interaction and Collaboration|Seek, Critique, Broaden/Contract|requires or enables|177499beedffd4a2f440570dbb4c14af|
Natural Language Understanding|Encourage learners to engage in discussions with peers and experts|supports or requires|6b72339660a9e5ba61dd7b0c057cfbbf|
Experiential Learning and Reflection|Reflect, Explain|involves or necessitates|f7afe12c85dbeec2372cf2f6cf5cc4a9|
Natural Language Generation|Prompt the LLM to generate activities and reflection questions|facilitates or enables|dd7a0b486801f1c2486d749cb17a40de|
Authentic, Real-World Problem-Solving|Inquire, Explain|requires or necessitates|5cbcb7bca4219d590cb45b3d68e5c2ac|
Contextual Understanding|Provide learners with realistic scenarios and case studies|involves or necessitates|a463e2f3b7318f1205f7e8aab18997ed|
Connecting Learning to Prior Knowledge and Experiences|Broaden/Contract, Explain|requires or enables|d633235a75b6f6b97317e45c41345c36|
Knowledge Retrieval|Connecting Learning to Prior Knowledge and Experiences|supports or requires|4f224ec48e1d9e968bc60e83f4ab9985|
Pedagogical Principle|SCRIBER Element|defines or describes|7bd4fa0cf5840ccf1a10b7f72ddd81bf|
LLM Capability System|Prompt Example|facilitates or generates|5dc92abddcb9592b57207a997b001a79|
Social Interaction and Collaboration|Seek, Critique, Broaden/Contract|requires or enables|177499beedffd4a2f440570dbb4c14af|
Natural Language Understanding|Encourage learners to engage in discussions with peers and experts|supports or requires|6b72339660a9e5ba61dd7b0c057cfbbf|
Experiential Learning and Reflection|Reflect, Explain|involves or necessitates|f7afe12c85dbeec2372cf2f6cf5cc4a9|
Natural Language Generation|Prompt the LLM to generate activities and reflection questions|facilitates or enables|dd7a0b486801f1c2486d749cb17a40de|
Authentic, Real-World Problem-Solving|Inquire, Explain|requires or necessitates|5cbcb7bca4219d590cb45b3d68e5c2ac|
Contextual Understanding|Provide learners with realistic scenarios and case studies|involves or necessitates|a463e2f3b7318f1205f7e8aab18997ed|
Connecting Learning to Prior Knowledge and Experiences|Broaden/Contract, Explain|requires or enables|d633235a75b6f6b97317e45c41345c36|
Knowledge Retrieval|Connecting Learning to Prior Knowledge and Experiences|supports or requires|4f224ec48e1d9e968bc60e83f4ab9985|
Guidance|Feedback|Along the way|b17ebf309c2d5f13961096fef9a90510|
Learning|Prior Knowledge|Connecting|eea8acae944ed3ea16fcc574a8f16d7a|
Experiences|Understanding|Broaden/Contract|772aa58126aed02bd772310ef466d2c5|
Knowledge Retrieval|Integration|Prompt learners to share...|02cc367f20630c687acb5c20793cde6a|
SCRIBER Elements|Adaptive and Personalized Learning|Scaffolding|12ad0ccae76171a2d1e737397e1fb52c|
Learners' needs|Personal learning goals|Set, monitor progress, and seek feedback|3ed3d51d1b47eaf387c9c9293983c62a|
Diversity|Equity|Inclusion|96094b4bf1198042d5fd21a6bee43ed1|
Language Translation|Multilingual Support|Encourage learners to seek out and share diverse perspectives|9f0c16fb965c938ac58e59d4f957b1ea|
Critical Thinking|Meaning-Making|Critique, Reflect Textual Analysis|291c0fa7db522cfe43487ce318ced75e|
Guidance|Feedback|Along the way|b17ebf309c2d5f13961096fef9a90510|
Learning|Prior Knowledge|Connecting|eea8acae944ed3ea16fcc574a8f16d7a|
Experiences|Understanding|Broaden/Contract|772aa58126aed02bd772310ef466d2c5|
Knowledge Retrieval|Integration|Prompt learners to share...|02cc367f20630c687acb5c20793cde6a|
SCRIBER Elements|Adaptive and Personalized Learning|Scaffolding|12ad0ccae76171a2d1e737397e1fb52c|
Learners' needs|Personal learning goals|Set, monitor progress, and seek feedback|3ed3d51d1b47eaf387c9c9293983c62a|
Diversity|Equity|Inclusion|96094b4bf1198042d5fd21a6bee43ed1|
Language Translation|Multilingual Support|Encourage learners to seek out and share diverse perspectives|9f0c16fb965c938ac58e59d4f957b1ea|
Critical Thinking|Meaning-Making|Critique, Reflect Textual Analysis|291c0fa7db522cfe43487ce318ced75e|
resources|language|related to each other as the resources should be available in a preferred language|3411d4debe1a4485474a9cf93c549a20|
dialogue|inclusive|connected by being inclusive, where everyone has a voice and opportunity to participate|f82de286c6e098cdc291ee8496b35188|
Critical Thinking|Meaning-Making|related processes for analyzing and synthesizing information from various sources|f923fcdc8d2bf748e8c4184f035d8190|
Critique|Reflect|complementary steps in the process of textual analysis and summarization|7b063ab496c7f2f8a63e821d4e68b6ab|
Textual Analysis|Summarization|sequential steps for analyzing and condensing information from various sources|7ccaecaf75a8deb18358d33394d20354|
Prompt learners|analyze|inviting learners to engage in the process of analysis and interpretation|6ca5e2fbfbf356964282e17e99638eb1|
summarize|share|follow-up actions for sharing interpretations with others and seeking feedback|5c0e064b7d78e526a2fd8ffbd8e3f6e4|
key themes|arguments|related concepts for identifying the main ideas and perspectives in a given topic or material|b65f01c6e7d417b2a62185b20baf6db3|
interpretation|summary|steps in synthesizing information from various sources into a concise summary|9b0050b078cbe80b132417adc65cba59|
study group|feedback|collaborative effort for sharing interpretations and seeking alternative perspectives|b18bad79b736f37bf9b080f21751bbf7|
resources|language|related to each other as the resources should be available in a preferred language|3411d4debe1a4485474a9cf93c549a20|
dialogue|inclusive|connected by being inclusive, where everyone has a voice and opportunity to participate|f82de286c6e098cdc291ee8496b35188|
Critical Thinking|Meaning-Making|related processes for analyzing and synthesizing information from various sources|f923fcdc8d2bf748e8c4184f035d8190|
Critique|Reflect|complementary steps in the process of textual analysis and summarization|7b063ab496c7f2f8a63e821d4e68b6ab|
Textual Analysis|Summarization|sequential steps for analyzing and condensing information from various sources|7ccaecaf75a8deb18358d33394d20354|
Prompt learners|analyze|inviting learners to engage in the process of analysis and interpretation|6ca5e2fbfbf356964282e17e99638eb1|
summarize|share|follow-up actions for sharing interpretations with others and seeking feedback|5c0e064b7d78e526a2fd8ffbd8e3f6e4|
key themes|arguments|related concepts for identifying the main ideas and perspectives in a given topic or material|b65f01c6e7d417b2a62185b20baf6db3|
interpretation|summary|steps in synthesizing information from various sources into a concise summary|9b0050b078cbe80b132417adc65cba59|
study group|feedback|collaborative effort for sharing interpretations and seeking alternative perspectives|b18bad79b736f37bf9b080f21751bbf7|
Artificial Intelligence|World of Work|is changing|7b44b3687f3fe8100f72adb14337a86b|
LLMs (Language Models)|Results|can provide great or be useless for the real world of work|164fa6b56e7ea77ee874ed51e01415a4|
Frameworks|Intuition|will allow you to understand how LLMs operate and teach yourself new things|9f86f09eda2577c9e3b70e5a608046ef|
Knowledge|Graph|is stored in a graph representing ideas in space|a9e4d1686eaf4f6f07c1788e22496118|
LLMs (Language Models)|Ideas|represent and store knowledge|37a0ccc4303b4354f49aac63e59ebe12|
Knowledge|Communities|can benefit communities and the world|25068e92080a346f5ef7d24436514f9c|
Artificial Intelligence|World of Work|is changing|7b44b3687f3fe8100f72adb14337a86b|
LLMs (Language Models)|Results|can provide great or be useless for the real world of work|164fa6b56e7ea77ee874ed51e01415a4|
Frameworks|Intuition|will allow you to understand how LLMs operate and teach yourself new things|9f86f09eda2577c9e3b70e5a608046ef|
Knowledge|Graph|is stored in a graph representing ideas in space|a9e4d1686eaf4f6f07c1788e22496118|
LLMs (Language Models)|Ideas|represent and store knowledge|37a0ccc4303b4354f49aac63e59ebe12|
Knowledge|Communities|can benefit communities and the world|25068e92080a346f5ef7d24436514f9c|
Technique|Category|Classification relationship, as Technique and Category are related terms that categorize pedagogical approaches.|aaa2b5531bf53113d1563edbd63f9963|
Pedagogical Alignment|Closest NAVIGATE Element|Relationship between a specific teaching approach (Pedagogical Alignment) and the element in the NAVIGATE framework that it aligns with (Closest NAVIGATE Element).|6304fd35f2d519873636b17234479c58|
Analogical Reasoning|Embeddings|Relationship between a type of reasoning (Analogical Reasoning) and the mathematical structure used to represent concepts (Embeddings).|b9362bfd3a571d963cea3a8623b2cc7b|
Semantic Similarity|Conceptual Neighborhoods|Relationship between measuring semantic similarity and exploring nearby concepts in the embedding space.|78e50fbb8338291fd076abf64321dba1|
Investigate Connections|Hidden Dimensions|Relationship between uncovering connections and probing the hidden dimensions of a concept's representation in the embedding space.|ccc51ca238fa41a3d391886d58f72d3f|
Expanding Knowledge|Vector Directionality|Relationship between expanding knowledge by guided inquiry and moving in specific directions within the embedding space.|d297840d83e5b9f172532bc58fc22686|
Technique|Category|Classification relationship, as Technique and Category are related terms that categorize pedagogical approaches.|aaa2b5531bf53113d1563edbd63f9963|
Pedagogical Alignment|Closest NAVIGATE Element|Relationship between a specific teaching approach (Pedagogical Alignment) and the element in the NAVIGATE framework that it aligns with (Closest NAVIGATE Element).|6304fd35f2d519873636b17234479c58|
Analogical Reasoning|Embeddings|Relationship between a type of reasoning (Analogical Reasoning) and the mathematical structure used to represent concepts (Embeddings).|b9362bfd3a571d963cea3a8623b2cc7b|
Semantic Similarity|Conceptual Neighborhoods|Relationship between measuring semantic similarity and exploring nearby concepts in the embedding space.|78e50fbb8338291fd076abf64321dba1|
Investigate Connections|Hidden Dimensions|Relationship between uncovering connections and probing the hidden dimensions of a concept's representation in the embedding space.|ccc51ca238fa41a3d391886d58f72d3f|
Expanding Knowledge|Vector Directionality|Relationship between expanding knowledge by guided inquiry and moving in specific directions within the embedding space.|d297840d83e5b9f172532bc58fc22686|
Transfiguration|Inquiry-Based Learning|Relationship between understanding Transfiguration and generating probing questions to explore conceptual space|0a1db65a7dde61e88abca64fae671b9a|
Unforgivable Curses|Historical Context|Exploration of the historical context surrounding Unforgivable Curses, highlighting important details|a540d172b97319abcaa37eb8fb3ee84c|
Transformers|Attention Mechanism|Leveraging the transformer's ability to understand context to generate relevant insights and explanations|cfa75d1ba995725077921b505a820efb|
Sequential Reasoning|Position Embeddings|Utilizing the transformer's ability to process sequential information to guide step-by-step problem-solving|116dfe54e9ab020120bb423ff0f37341|
Procedural Learning|Generating Examples|Employing the transformer's language modeling capabilities to generate diverse examples that illustrate a concept|a8e9803403d4aa5ce6bc22327eed0454|
