node_1|node_2|edge|chunk_id
Vulnerability|Sharing Circles|Practicing vulnerability opens doors and leads to deeper connections.|c2b1010f0ac7fb38cf1f3b9a78a7ada9
Resilience|Post-Traumatic Growth|Deliberate rumination, social support, character strengths, and proactive skill development foster growth and resilience in the face of adversity.|c19bfcad01ee3e39e576b236a2f47a48
teamwork|social intelligence|crucial for promoting deliberate rumination and post-traumatic growth|ed1d23874aa01f0bef3a43906b5f7e42
character strengths|skills|support post-traumatic growth, such as zest, humor, and relationship building|e5cd1dccf552bb713c0babab643d2ff3
entrepreneurship education|post-traumatic growth|cultivate character strengths and skills that support post-traumatic growth|eece42836c0dcd7528abae15fbca78e7
agency|purpose|maintain in the face of chaos, but it is essential to frame stress as positive (eustress) rather than negative|ce06e80dec939a3b70c77ba8d34bcbd2
diverse networks|funding sources|provide entrepreneurs with resources and support to navigate challenges and promote resilience|05cb75246bd3206b1ec8d4439102622e
sharing circles|vulnerability|foster connections and growth among entrepreneurs|5aa3d44ad0e0266f80422a5ad3ce3cff
teamwork|social intelligence|crucial for promoting deliberate rumination and post-traumatic growth|ed1d23874aa01f0bef3a43906b5f7e42
character strengths|skills|support post-traumatic growth, such as zest, humor, and relationship building|e5cd1dccf552bb713c0babab643d2ff3
entrepreneurship education|post-traumatic growth|cultivate character strengths and skills that support post-traumatic growth|eece42836c0dcd7528abae15fbca78e7
agency|purpose|maintain in the face of chaos, but it is essential to frame stress as positive (eustress) rather than negative|ce06e80dec939a3b70c77ba8d34bcbd2
diverse networks|funding sources|provide entrepreneurs with resources and support to navigate challenges and promote resilience|05cb75246bd3206b1ec8d4439102622e
sharing circles|vulnerability|foster connections and growth among entrepreneurs|5aa3d44ad0e0266f80422a5ad3ce3cff
teamwork|character strengths|The paper suggests that specific character strengths, such as teamwork, play a crucial role in promoting deliberate rumination and growth in the face of adversity.|8f5018d992c74b8f409ad7683cef42c2
social intelligence|character strengths|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|d18fec5f65cd2080837c0711812a4df3
zest|character strengths|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|77c1f43c66e1a9da968c9aec90747a77
humor|character strengths|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|defa0a1a420ffe6ccd4990382f4bc082
robust social support networks|social support networks|The paper suggests that robust social support networks play a crucial role in promoting deliberate rumination and growth in the face of adversity.|0b01e25605478b124dd3c603eef4b3ce
deliberate rumination|growth|The paper suggests that specific character strengths, such as teamwork, along with robust social support networks, play a crucial role in promoting deliberate rumination and growth in the face of adversity.|56f7a818c6b59552ef20a112b419dd53
resilience|growth|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|cd25328b321b0e8df6203daf83e267c3
entrepreneurship education|support programs|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|26131503552f066a41ffd34dcda366c5
proactive approach|entrepreneur development|This research calls for a shift towards a more holistic and proactive approach to entrepreneur development, one that recognizes the interconnectedness of personal and professional growth in the face of uncertainty and crisis.|432b080eebf6d3b1f4cd1bf38dfd1213
personal growth|professional growth|This research calls for a shift towards a more holistic and proactive approach to entrepreneur development, one that recognizes the interconnectedness of personal and professional growth in the face of uncertainty and crisis.|7fb1fa9f16856396f6eaa32daaddf986
teamwork|character strengths|The paper suggests that specific character strengths, such as teamwork, play a crucial role in promoting deliberate rumination and growth in the face of adversity.|8f5018d992c74b8f409ad7683cef42c2
social intelligence|character strengths|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|d18fec5f65cd2080837c0711812a4df3
zest|character strengths|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|77c1f43c66e1a9da968c9aec90747a77
humor|character strengths|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|defa0a1a420ffe6ccd4990382f4bc082
robust social support networks|social support networks|The paper suggests that robust social support networks play a crucial role in promoting deliberate rumination and growth in the face of adversity.|0b01e25605478b124dd3c603eef4b3ce
deliberate rumination|growth|The paper suggests that specific character strengths, such as teamwork, along with robust social support networks, play a crucial role in promoting deliberate rumination and growth in the face of adversity.|56f7a818c6b59552ef20a112b419dd53
resilience|growth|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|cd25328b321b0e8df6203daf83e267c3
entrepreneurship education|support programs|The paper argues for the intentional cultivation of these strengths and support structures in entrepreneurship education and support programs to foster resilience and growth.|26131503552f066a41ffd34dcda366c5
proactive approach|entrepreneur development|This research calls for a shift towards a more holistic and proactive approach to entrepreneur development, one that recognizes the interconnectedness of personal and professional growth in the face of uncertainty and crisis.|432b080eebf6d3b1f4cd1bf38dfd1213
personal growth|professional growth|This research calls for a shift towards a more holistic and proactive approach to entrepreneur development, one that recognizes the interconnectedness of personal and professional growth in the face of uncertainty and crisis.|7fb1fa9f16856396f6eaa32daaddf986
Entrepreneurship|Agency|Entrepreneurship can serve as a powerful tool for individuals to maintain a sense of agency|acb90f2a9818a6018b6ff7019709fc13
Stress|Well-being|High levels of stress inherent in entrepreneurial pursuits can also pose significant risks to well-being|62c8844e05d7b309372c57ae5d3597af
Eustress|Growth|Strategies for reframing entrepreneurial stress as positive (eustress) and cultivating proactive skills and mindsets that support resilience and growth|12e79e778e0f0e0ec60c861134ae0921
Lebanese entrepreneurs|Political instability|The authors propose a framework for entrepreneurship education and support that emphasizes the development of key character strengths, diverse networks and resources, and practices of deliberate rumination and meaning-making in the face of political and economic instability|e06bb19e3c531e2c8dbb920b1bc440ec
Character strengths|Diverse networks|The framework proposes that entrepreneurship education and support programs should emphasize the development of key character strengths, diverse networks and resources|0161db86e6324ff6e7f3861fc3fae833
Deliberate rumination|Meaning-making|Practices of deliberate rumination and meaning-making are proposed as essential for entrepreneurs to cultivate in order to navigate chaos and find purpose and growth|2f24ce0e1d9cc6d00e14726971ec0f6c
Stress|Well-being|High levels of stress inherent in entrepreneurial pursuits can also pose significant risks to well-being|62c8844e05d7b309372c57ae5d3597af
Eustress|Growth|Strategies for reframing entrepreneurial stress as positive (eustress) and cultivating proactive skills and mindsets that support resilience and growth|12e79e778e0f0e0ec60c861134ae0921
Lebanese entrepreneurs|Political instability|The authors propose a framework for entrepreneurship education and support that emphasizes the development of key character strengths, diverse networks and resources, and practices of deliberate rumination and meaning-making in the face of political and economic instability|e06bb19e3c531e2c8dbb920b1bc440ec
Character strengths|Diverse networks|The framework proposes that entrepreneurship education and support programs should emphasize the development of key character strengths, diverse networks and resources|0161db86e6324ff6e7f3861fc3fae833
Deliberate rumination|Meaning-making|Practices of deliberate rumination and meaning-making are proposed as essential for entrepreneurs to cultivate in order to navigate chaos and find purpose and growth|2f24ce0e1d9cc6d00e14726971ec0f6c
research|practical framework|offers a timely one for entrepreneur development in an age of uncertainty|7f5188aa68cb186d60891a95d09f9566
entrepreneurship|pathway to agency, adaptability, and positive change|recognizes the transformative potential as|90ace035c7d7dd70aa1d0cef4ea743d1
social connection|support|can be a lifeline for entrepreneurs seeking to build resilience and find growth|186c5e018801b18e3a1b351b215e7f0a
sharing circles|vulnerability practices|can foster entrepreneurial resilience by promoting deliberate rumination, meaning-making, and post-traumatic growth|587157a577a8e732dc3c40fb9b76d85c
entrepreneurship education|support programs|can benefit from integrating sharing circles and vulnerability practices|252c0ae6defc3309ab0da990def78619
education|support programs|can play a vital role in fostering individual and community resilience|fc33996165db24d0d397f5fc674f4405
research|practical framework|offers a timely one for entrepreneur development in an age of uncertainty|7f5188aa68cb186d60891a95d09f9566
entrepreneurship|pathway to agency, adaptability, and positive change|recognizes the transformative potential as|90ace035c7d7dd70aa1d0cef4ea743d1
social connection|support|can be a lifeline for entrepreneurs seeking to build resilience and find growth|186c5e018801b18e3a1b351b215e7f0a
sharing circles|vulnerability practices|can foster entrepreneurial resilience by promoting deliberate rumination, meaning-making, and post-traumatic growth|587157a577a8e732dc3c40fb9b76d85c
entrepreneurship education|support programs|can benefit from integrating sharing circles and vulnerability practices|252c0ae6defc3309ab0da990def78619
Entrepreneurship|Resilience|The insights from this study underscore the transformative power of social connection and vulnerability in fostering entrepreneurial resilience and growth.|d5954b92c4bf3a3149f6d249a8a80f02
Social Connection|Vulnerability|By creating safe and supportive spaces for entrepreneurs to share their experiences and emotions, we can tap into the collective wisdom and resilience of entrepreneurial communities|2f7feda548576e4f5fcd34c37c9075a4
Entrepreneurial Resilience|Growth|This research calls for a paradigm shift in entrepreneurship education and support, one that recognizes the importance of social and emotional dimensions of growth and resilience alongside technical skills and knowledge|4abd8e2811b8d23c96d64f65019c9f5d
Spirituality|Deliberate Rumination|By integrating practices of sharing and vulnerability into entrepreneur development programs, we can cultivate the social fabric and collective resilience needed to navigate an increasingly uncertain and interconnected world|3e56839e97c4d361e7794579ba763ae1
